beta_var,beta_dvar,vopt,poisson_unc
53.44438412526072,53.54010114574702,53.51438612531786,53.531529472270634
52.68225781104905,53.033701444347614,59.53255139505979,53.9451690786748
52.8787359277673,54.05451740099434,63.05931767529573,57.13755071718384
53.289520680048575,55.88399171369384,65.7289806414744,58.269876419744264
56.95631054090351,56.927736663142554,66.32425636483127,62.6110809497957
59.32021773605932,58.96161044675896,66.22090780506622,62.0990670495621
61.704194765116014,59.553949022745456,68.66641901931649,60.73408389530232
62.93237701990256,60.91640353759769,69.2160420625509,61.1635781743367
67.25960851550221,61.270181454493496,72.7318188312616,62.62751821688813
68.90797125262542,60.99672805726614,72.81429938990412,61.163897183843176
69.31616848602617,60.72612447848203,73.27541864319598,63.745213465165456
69.1642733650535,61.274236643948164,74.88962235843799,65.68362695929244
70.50838739176406,60.997913868487984,75.55082445060441,65.66027491212529
73.43144959634208,60.78731156676431,75.6919339858541,67.45445452596985
77.93924325560128,60.46096250571559,76.27314814814815,71.60636716963877
79.00347227183745,60.12174385207836,76.55144820885072,72.79910835488619
78.95601726158155,64.80952244862965,76.92835300505844,73.15452544940128
79.01573284177134,64.09739786513482,78.17836269844672,72.74260156328147
79.88568162332095,61.441840525864535,78.72677907973707,74.97142040583024
81.72451735520656,63.15180268366224,79.55386615984796,76.0356678432101
81.85143902369316,63.014090142616254,80.03086684386521,74.52342164680329
83.28879488974948,66.9234176943853,78.48007202366492,75.1061062920674
85.49073968217675,66.87435692237338,79.50868869326627,73.68526351892078
85.52340121471954,67.13826366559485,80.31868524473026,74.57663451232582
85.87332437762598,73.48729528110441,79.93540457884357,75.110755423443
86.80776871078845,75.07895902705329,81.0655538564875,75.24330813313706
87.42925741725261,76.12330646544332,81.39827359515235,74.53695764019893
89.70859356018921,76.00720298409341,82.21691843763845,73.99065327064069
90.37587537516079,75.52951264827783,83.05845362298128,74.79348292125196
90.37430862238992,76.88119024139262,83.89429604539153,76.19803055638926
90.37702949919964,76.7022067230734,84.32283329522068,74.94568945803796
92.1577315019938,77.92387839981706,83.25639229922677,75.10540683465062
92.89654975273704,79.68870594288654,83.37192350570277,76.20129777320413
93.37668834417208,80.37018509254628,84.37361537911814,76.27956835560637
93.75964781887828,83.54439425990509,83.95460522554457,76.55079755302727
93.7910038163029,86.46427397338593,85.12785329388392,75.8886840186956
94.53703439009747,86.80569451988222,85.70223835796575,75.8111546267974
94.5183745229485,87.26862108889239,85.78493732222238,76.53835708466146
94.5297312750143,87.068324757004,86.25071469411093,77.5414522584334
94.56967652482169,87.08672222301634,86.01752455009363,76.92505610428965
94.57102833128448,90.49000829068869,86.24889219245833,77.45218559707253
95.43719713538316,90.79720399674086,86.0156953557185,76.55702788856011
96.33912745154097,90.79421350563211,85.11921779404197,77.49871347704271
96.34193410049318,91.53455793009792,84.89743406475591,78.6862983346437
96.50484604168453,91.58446979443634,84.40403693855963,77.19644337707636
96.51051420239304,91.31273855302847,84.53676039626606,75.94813660600688
96.5176120768527,90.8751715462031,83.48153019213174,75.45173833485819
96.51756229360552,91.80426298408887,83.3926605766894,76.71941787822905
96.506075768406,91.9313795568263,83.84560400285919,77.54967834167262
96.50602581881085,93.76974652961444,85.460835751762,78.23986046977083
96.50740550122948,93.76679819294333,84.94738948933494,78.60553554068737
96.50306660757431,93.69951534733441,85.10443621599211,77.8046235006505
96.56735195722415,94.359934806851,84.94838875704114,77.77571269264861
96.5601544070341,94.51569089999285,85.48144971048681,78.8076345700193
96.5572457966373,94.50846391398834,85.5441496053986,77.62352739334325
96.56005604563717,94.51124487082339,85.50391032698055,78.39955392247974
96.62148637442452,95.84369906493953,84.49858454147723,79.79325727030968
96.61428918660013,96.35549963540699,84.9959251369011,79.07236098997727
96.59279382327709,96.64140692021734,83.79468115527595,78.62882470689162
97.1560931669026,96.6713850641273,84.23483321179886,77.87071590957835
97.46918699419486,96.76999628242157,84.17312476765134,78.29220166433126
97.47772995696127,96.85860131260992,84.58898723136537,78.37625291333629
97.48341340654312,96.8871539693434,86.70641729581331,78.4445778997941
97.48766711946807,97.22027597054408,86.61471366268678,78.9518838921856
98.22403980896274,97.76074584608345,87.07638630708954,78.46398032430578
98.21686471336851,97.75213418557763,87.58669011768407,78.79541847196603
97.55619744895041,97.74352227878511,87.93971286392495,78.72218726763141
97.54758261715119,97.70917046803278,86.80699546696029,78.664683759706
97.54468754468755,97.73344773344773,86.88259688259689,78.52566852566852
97.53607230190622,97.72197514621973,86.85237884139627,78.27510760914642
97.55176753231896,97.78486443198719,86.83646035922663,79.2944171147466
97.55030245827791,97.77911250303889,87.74436197749081,79.32129220472778
97.57314875725767,97.76764007665246,86.75885936561508,78.99350742213197
97.49731855559529,98.0378977475867,86.45119771183411,79.27922774401144
97.44293804702248,97.99353583891082,85.5743378525256,78.57388021280246
97.41572873017462,97.98492627604651,85.53122720707063,79.52605008366346
97.49578101312892,97.9019478847859,85.48239466834472,79.00803752753067
97.85186138642182,97.8733141688477,85.13322177886472,79.70423763962187
97.84181922196797,97.8604118993135,85.46767734553775,79.19336384439359
97.8088931477853,97.86038129835953,85.63051531057367,78.95707890559075
97.81458279699076,97.94187476758489,85.97499928487657,74.23982379358678
97.83886608407111,97.94327559820931,86.17074531229886,76.30047055794728
97.69866697179472,97.95325819554894,85.83156931174553,75.70227129698495
97.65429450046486,97.93177429736109,85.91861546163199,75.31717085031825
97.60706010241154,97.9188717567297,86.44477500929713,76.08490431101067
97.80584440661966,97.98463805014804,86.49321299329166,76.6080700298943
97.8043826524774,97.97745737498569,85.54897585536102,76.2601556242133
97.72138862267741,98.15336642302356,85.82912560255181,76.40428544864184
97.4367043341439,98.17193534544414,86.0921184379917,76.61278787011872
97.14772060821926,98.14187014547483,86.31506672960563,76.14041110586619
97.36653887967043,98.13612176002746,86.46363792412886,76.45619957658637
97.35219648962193,98.13609509777275,86.44341768349379,77.56018710572619
96.81858495694217,98.1389294195062,86.97965839842074,76.74305495951707
96.78563765109791,98.23474715685573,86.91366855017523,76.65689149560117
96.75698100251773,98.25904097047379,86.9006065461204,77.26024261844816
96.7297540878074,98.25472440381672,87.62284880477233,78.13541621961862
96.77977740264943,98.25326886212126,87.98174587279334,78.26242453720924
96.80548203888357,98.23893792649605,87.91576658416903,77.49817599175978
96.76824034334764,98.2474964234621,88.70386266094421,77.14306151645208
96.65660452939241,98.24317944462724,88.73231376700669,77.599107283366
96.66084866519786,98.2231251251824,88.85948095796732,78.36275716043377
